SMARTCITYAI TRAFFIC REPORT

TRAFFIC LOGS
ID,Timestamp,Frame No,Vehicle Count,Car Count,Bike Count,Bus Count,Truck Count,Avg Speed,Congestion
109,2026-06-19 15:50:18,520200,14,9,2,0,3,52.96,LOW
108,2026-06-19 15:20:18,522000,18,11,3,0,4,48.5,LOW
107,2026-06-19 14:50:18,523800,24,15,4,1,4,46.76,MEDIUM
106,2026-06-19 14:20:18,525600,24,15,4,1,4,51.03,MEDIUM
105,2026-06-19 13:50:18,527400,15,9,3,0,3,49.99,LOW
104,2026-06-19 13:20:18,529200,16,10,3,0,3,50.52,LOW
103,2026-06-19 12:50:18,531000,16,10,3,0,3,50.42,LOW
102,2026-06-19 12:20:18,532800,18,11,3,0,4,51.53,LOW
101,2026-06-19 11:50:18,534600,15,9,3,0,3,56.41,LOW
100,2026-06-19 11:20:18,536400,19,12,3,0,4,45.28,MEDIUM
99,2026-06-19 10:50:18,538200,42,27,8,2,5,22.95,CRITICAL
98,2026-06-19 10:20:18,540000,43,27,8,2,6,19.42,CRITICAL
97,2026-06-19 09:50:18,541800,42,27,8,2,5,29.05,CRITICAL
96,2026-06-19 09:20:18,543600,38,24,7,1,6,31.91,CRITICAL
95,2026-06-19 08:50:18,545400,40,26,8,2,4,21.66,CRITICAL
94,2026-06-19 08:20:18,547200,32,20,6,1,5,22.17,HIGH
93,2026-06-19 07:50:18,549000,7,4,1,0,2,71.44,LOW
92,2026-06-19 07:20:18,550800,3,1,0,0,2,69.76,LOW
91,2026-06-19 06:50:18,552600,4,2,0,0,2,78.26,LOW
90,2026-06-19 06:20:18,554400,4,2,0,0,2,78.35,LOW
89,2026-06-19 05:50:18,556200,2,1,0,0,1,79.05,LOW
88,2026-06-19 05:20:18,558000,1,0,0,0,1,78.55,LOW
87,2026-06-19 04:50:18,559800,3,1,0,0,2,73.06,LOW
86,2026-06-19 04:20:18,561600,5,3,1,0,1,72.85,LOW
85,2026-06-19 03:50:18,563400,7,4,1,0,2,80.65,LOW
84,2026-06-19 03:20:18,565200,3,1,0,0,2,81.2,LOW
83,2026-06-19 02:50:18,567000,3,1,0,0,2,75.58,LOW
82,2026-06-19 02:20:18,568800,1,0,0,0,1,72.22,LOW
81,2026-06-19 01:50:18,570600,5,3,1,0,1,68.25,LOW
80,2026-06-19 01:20:18,572400,3,1,0,0,2,74.49,LOW
79,2026-06-19 00:50:18,574200,6,3,1,0,2,70.91,LOW
78,2026-06-19 00:20:18,576000,2,1,0,0,1,75.27,LOW
77,2026-06-18 23:50:18,577800,7,4,1,0,2,72.03,LOW
76,2026-06-18 23:20:18,579600,1,0,0,0,1,74.73,LOW
75,2026-06-18 22:50:18,581400,20,13,4,1,2,45.3,MEDIUM
74,2026-06-18 22:20:18,583200,21,13,4,1,3,48.14,MEDIUM
73,2026-06-18 21:50:18,585000,14,9,2,0,3,45.78,LOW
72,2026-06-18 21:20:18,586800,18,11,3,0,4,47.69,LOW
71,2026-06-18 20:50:18,588600,24,15,4,1,4,55.67,MEDIUM
70,2026-06-18 20:20:18,590400,22,14,4,1,3,49.96,MEDIUM
69,2026-06-18 19:50:18,592200,44,28,8,2,6,18.98,CRITICAL
68,2026-06-18 19:20:18,594000,37,24,7,1,5,19.22,HIGH
67,2026-06-18 18:50:18,595800,39,25,7,1,6,26.65,CRITICAL
66,2026-06-18 18:20:18,597600,41,26,8,2,5,27.71,CRITICAL
65,2026-06-18 17:50:18,599400,41,26,8,2,5,31.22,CRITICAL
64,2026-06-18 17:20:18,601200,40,26,8,2,4,26.93,CRITICAL
63,2026-06-18 16:50:18,603000,18,11,3,0,4,53.41,LOW
62,2026-06-18 16:20:18,604800,19,12,3,0,4,46.62,MEDIUM

VIOLATIONS
ID,Timestamp,Frame No,Vehicle ID,Violation Type,Confidence,Details,Evidence Image Path
58,2026-06-25 17:05:27,601,2,Illegal Parking,0.85,Vehicle 2 parked for 20 sec,outputs/screenshots/vehicle_2_illegal_parking_20260625_170527.jpg
57,2026-06-25 17:05:19,1,3,Wrong Way,0.95,Vehicle 3 moving in opposite direction,outputs/screenshots/vehicle_3_wrong_way_20260625_170519.jpg
56,2026-06-25 17:05:17,601,2,Illegal Parking,0.85,Vehicle 2 parked for 20 sec,outputs/screenshots/vehicle_2_illegal_parking_20260625_170517.jpg
55,2026-06-25 17:05:08,1,3,Wrong Way,0.95,Vehicle 3 moving in opposite direction,outputs/screenshots/vehicle_3_wrong_way_20260625_170508.jpg
54,2026-06-25 17:05:06,601,2,Illegal Parking,0.85,Vehicle 2 parked for 20 sec,outputs/screenshots/vehicle_2_illegal_parking_20260625_170506.jpg
53,2026-06-25 17:04:58,1,3,Wrong Way,0.95,Vehicle 3 moving in opposite direction,outputs/screenshots/vehicle_3_wrong_way_20260625_170458.jpg
52,2026-06-25 16:43:25,601,2,Illegal Parking,0.85,Vehicle 2 parked for 20 sec,outputs/screenshots/vehicle_2_illegal_parking_20260625_164325.jpg
51,2026-06-25 16:43:12,1,3,Wrong Way,0.95,Vehicle 3 moving in opposite direction,outputs/screenshots/vehicle_3_wrong_way_20260625_164312.jpg
50,2026-06-19 02:20:18,93700,539,Illegal Parking,0.98,Vehicle parked stationary in loading zone (ID: 539),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
49,2026-06-19 06:20:18,91300,538,Illegal Parking,0.82,Vehicle parked stationary in loading zone (ID: 538),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
48,2026-06-19 10:20:18,88900,537,Illegal Parking,0.87,Vehicle parked stationary in loading zone (ID: 537),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
47,2026-06-19 14:20:18,86500,536,Illegal Parking,0.84,Vehicle parked stationary in loading zone (ID: 536),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
46,2026-06-19 18:20:18,84100,535,Illegal Parking,0.82,Vehicle parked stationary in loading zone (ID: 535),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
45,2026-06-19 22:20:18,81700,534,Wrong Way,0.89,Vehicle moving opposite to flow (ID: 534),outputs/screenshots/vehicle_3_wrong_way_20260625_150000.jpg
44,2026-06-20 02:20:18,79300,533,Illegal Parking,0.85,Vehicle parked stationary in loading zone (ID: 533),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
43,2026-06-20 06:20:18,76900,532,Wrong Way,0.86,Vehicle moving opposite to flow (ID: 532),outputs/screenshots/vehicle_3_wrong_way_20260625_150000.jpg
42,2026-06-20 10:20:18,74500,531,Wrong Way,0.84,Vehicle moving opposite to flow (ID: 531),outputs/screenshots/vehicle_3_wrong_way_20260625_150000.jpg
41,2026-06-20 14:20:18,72100,530,Illegal Parking,0.94,Vehicle parked stationary in loading zone (ID: 530),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
40,2026-06-20 18:20:18,69700,529,Wrong Way,0.93,Vehicle moving opposite to flow (ID: 529),outputs/screenshots/vehicle_3_wrong_way_20260625_150000.jpg
39,2026-06-20 22:20:18,67300,528,Illegal Parking,0.94,Vehicle parked stationary in loading zone (ID: 528),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
38,2026-06-21 02:20:18,64900,527,Wrong Way,0.95,Vehicle moving opposite to flow (ID: 527),outputs/screenshots/vehicle_3_wrong_way_20260625_150000.jpg
37,2026-06-21 06:20:18,62500,526,Illegal Parking,0.85,Vehicle parked stationary in loading zone (ID: 526),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
36,2026-06-21 10:20:18,60100,525,Wrong Way,0.97,Vehicle moving opposite to flow (ID: 525),outputs/screenshots/vehicle_3_wrong_way_20260625_150000.jpg
35,2026-06-21 14:20:18,57700,524,Illegal Parking,0.85,Vehicle parked stationary in loading zone (ID: 524),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
34,2026-06-21 18:20:18,55300,523,Illegal Parking,0.84,Vehicle parked stationary in loading zone (ID: 523),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
33,2026-06-21 22:20:18,52900,522,Illegal Parking,0.92,Vehicle parked stationary in loading zone (ID: 522),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
32,2026-06-22 02:20:18,50500,521,Illegal Parking,0.84,Vehicle parked stationary in loading zone (ID: 521),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
31,2026-06-22 06:20:18,48100,520,Wrong Way,0.83,Vehicle moving opposite to flow (ID: 520),outputs/screenshots/vehicle_3_wrong_way_20260625_150000.jpg
30,2026-06-22 10:20:18,45700,519,Illegal Parking,0.9,Vehicle parked stationary in loading zone (ID: 519),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
29,2026-06-22 14:20:18,43300,518,Illegal Parking,0.84,Vehicle parked stationary in loading zone (ID: 518),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
28,2026-06-22 18:20:18,40900,517,Wrong Way,0.84,Vehicle moving opposite to flow (ID: 517),outputs/screenshots/vehicle_3_wrong_way_20260625_150000.jpg
27,2026-06-22 22:20:18,38500,516,Wrong Way,0.93,Vehicle moving opposite to flow (ID: 516),outputs/screenshots/vehicle_3_wrong_way_20260625_150000.jpg
26,2026-06-23 02:20:18,36100,515,Wrong Way,0.92,Vehicle moving opposite to flow (ID: 515),outputs/screenshots/vehicle_3_wrong_way_20260625_150000.jpg
25,2026-06-23 06:20:18,33700,514,Illegal Parking,0.89,Vehicle parked stationary in loading zone (ID: 514),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
24,2026-06-23 10:20:18,31300,513,Wrong Way,0.86,Vehicle moving opposite to flow (ID: 513),outputs/screenshots/vehicle_3_wrong_way_20260625_150000.jpg
23,2026-06-23 14:20:18,28900,512,Illegal Parking,0.94,Vehicle parked stationary in loading zone (ID: 512),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
22,2026-06-23 18:20:18,26500,511,Wrong Way,0.84,Vehicle moving opposite to flow (ID: 511),outputs/screenshots/vehicle_3_wrong_way_20260625_150000.jpg
21,2026-06-23 22:20:18,24100,510,Illegal Parking,0.96,Vehicle parked stationary in loading zone (ID: 510),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
20,2026-06-24 02:20:18,21700,509,Wrong Way,0.96,Vehicle moving opposite to flow (ID: 509),outputs/screenshots/vehicle_3_wrong_way_20260625_150000.jpg
19,2026-06-24 06:20:18,19300,508,Wrong Way,0.86,Vehicle moving opposite to flow (ID: 508),outputs/screenshots/vehicle_3_wrong_way_20260625_150000.jpg
18,2026-06-24 10:20:18,16900,507,Wrong Way,0.93,Vehicle moving opposite to flow (ID: 507),outputs/screenshots/vehicle_3_wrong_way_20260625_150000.jpg
17,2026-06-24 14:20:18,14500,506,Wrong Way,0.96,Vehicle moving opposite to flow (ID: 506),outputs/screenshots/vehicle_3_wrong_way_20260625_150000.jpg
16,2026-06-24 18:20:18,12100,505,Illegal Parking,0.94,Vehicle parked stationary in loading zone (ID: 505),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
15,2026-06-24 22:20:18,9700,504,Wrong Way,0.87,Vehicle moving opposite to flow (ID: 504),outputs/screenshots/vehicle_3_wrong_way_20260625_150000.jpg
14,2026-06-25 02:20:18,7300,503,Illegal Parking,0.98,Vehicle parked stationary in loading zone (ID: 503),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
13,2026-06-25 06:20:18,4900,502,Illegal Parking,0.88,Vehicle parked stationary in loading zone (ID: 502),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
12,2026-06-25 10:20:18,2500,501,Illegal Parking,0.94,Vehicle parked stationary in loading zone (ID: 501),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg
11,2026-06-25 14:20:18,100,500,Illegal Parking,0.87,Vehicle parked stationary in loading zone (ID: 500),outputs/screenshots/vehicle_2_illegal_parking_20260625_150008.jpg

ALERTS
ID,Timestamp,Severity,Alert Type,Message,Related Vehicle ID
63,2026-06-25 17:05:27,HIGH,Illegal Parking,Illegal Parking detected for vehicle 2,2
62,2026-06-25 17:05:19,HIGH,Wrong Way,Wrong Way detected for vehicle 3,3
61,2026-06-25 17:05:17,HIGH,Illegal Parking,Illegal Parking detected for vehicle 2,2
60,2026-06-25 17:05:08,HIGH,Wrong Way,Wrong Way detected for vehicle 3,3
59,2026-06-25 17:05:06,HIGH,Illegal Parking,Illegal Parking detected for vehicle 2,2
58,2026-06-25 17:04:58,HIGH,Wrong Way,Wrong Way detected for vehicle 3,3
57,2026-06-25 16:43:25,HIGH,Illegal Parking,Illegal Parking detected for vehicle 2,2
56,2026-06-25 16:43:12,HIGH,Wrong Way,Wrong Way detected for vehicle 3,3
55,2026-06-21 04:20:18,MEDIUM,Congestion Warning,System alert: Congestion level exceeded threshold inside ROI,
54,2026-06-22 04:20:18,MEDIUM,Congestion Warning,System alert: Congestion level exceeded threshold inside ROI,
53,2026-06-23 04:20:18,MEDIUM,Congestion Warning,System alert: Congestion level exceeded threshold inside ROI,
52,2026-06-24 04:20:18,MEDIUM,Congestion Warning,System alert: Congestion level exceeded threshold inside ROI,
51,2026-06-25 04:20:18,MEDIUM,Congestion Warning,System alert: Congestion level exceeded threshold inside ROI,
50,2026-06-19 02:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 539,539
49,2026-06-19 06:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 538,538
48,2026-06-19 10:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 537,537
47,2026-06-19 14:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 536,536
46,2026-06-19 18:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 535,535
45,2026-06-19 22:20:18,HIGH,Wrong Way,Wrong Way violation detected for vehicle 534,534
44,2026-06-20 02:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 533,533
43,2026-06-20 06:20:18,HIGH,Wrong Way,Wrong Way violation detected for vehicle 532,532
42,2026-06-20 10:20:18,HIGH,Wrong Way,Wrong Way violation detected for vehicle 531,531
41,2026-06-20 14:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 530,530
40,2026-06-20 18:20:18,HIGH,Wrong Way,Wrong Way violation detected for vehicle 529,529
39,2026-06-20 22:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 528,528
38,2026-06-21 02:20:18,HIGH,Wrong Way,Wrong Way violation detected for vehicle 527,527
37,2026-06-21 06:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 526,526
36,2026-06-21 10:20:18,HIGH,Wrong Way,Wrong Way violation detected for vehicle 525,525
35,2026-06-21 14:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 524,524
34,2026-06-21 18:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 523,523
33,2026-06-21 22:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 522,522
32,2026-06-22 02:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 521,521
31,2026-06-22 06:20:18,HIGH,Wrong Way,Wrong Way violation detected for vehicle 520,520
30,2026-06-22 10:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 519,519
29,2026-06-22 14:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 518,518
28,2026-06-22 18:20:18,HIGH,Wrong Way,Wrong Way violation detected for vehicle 517,517
27,2026-06-22 22:20:18,HIGH,Wrong Way,Wrong Way violation detected for vehicle 516,516
26,2026-06-23 02:20:18,HIGH,Wrong Way,Wrong Way violation detected for vehicle 515,515
25,2026-06-23 06:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 514,514
24,2026-06-23 10:20:18,HIGH,Wrong Way,Wrong Way violation detected for vehicle 513,513
23,2026-06-23 14:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 512,512
22,2026-06-23 18:20:18,HIGH,Wrong Way,Wrong Way violation detected for vehicle 511,511
21,2026-06-23 22:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 510,510
20,2026-06-24 02:20:18,HIGH,Wrong Way,Wrong Way violation detected for vehicle 509,509
19,2026-06-24 06:20:18,HIGH,Wrong Way,Wrong Way violation detected for vehicle 508,508
18,2026-06-24 10:20:18,HIGH,Wrong Way,Wrong Way violation detected for vehicle 507,507
17,2026-06-24 14:20:18,HIGH,Wrong Way,Wrong Way violation detected for vehicle 506,506
16,2026-06-24 18:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 505,505
15,2026-06-24 22:20:18,HIGH,Wrong Way,Wrong Way violation detected for vehicle 504,504
14,2026-06-25 02:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 503,503
13,2026-06-25 06:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 502,502
12,2026-06-25 10:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 501,501
11,2026-06-25 14:20:18,HIGH,Illegal Parking,Illegal Parking violation detected for vehicle 500,500
